song_title,artist,country,language,fundamental_freq,freq_e_1,freq_e_2,freq_e_3,key,duration,zero_crossing_rate,mfcc_mean,mfcc_std,tempo,rms_energy,track_type
IU (아이유) - 'Good Day (좋은 날)' Lyrics [Han_Rom_Eng_가사],IU (아이유),South Korea,Korean,304.4869096,14444344,10162899,8190670.5,A,239.9898413,0.183396472,-26.91883469,89.73058319,126.0480183,0.105481245,1
IU (아이유) - 'Good Day (좋은 날)' Lyrics [Han_Rom_Eng_가사],IU (아이유),South Korea,Korean,179.7554902,63274256,53525208,49171424,E,239.9898413,0.048709999,1.11283493,75.05059052,129.1992188,0.151569456,2
IU - 'My Sea' Lyrics Color Coded (Han_Rom_Eng),IU,South Korea,Korean,143.1880025,53602172,45073120,38017192,E,337.0144375,0.04674766,-2.617194653,80.60900879,133.9285714,0.132378384,0
IU - 'My Sea' Lyrics Color Coded (Han_Rom_Eng),IU,South Korea,Korean,298.3862497,13827629,9367523,7533899,B,337.0144444,0.1412703,-27.52556229,95.10928345,132.5120192,0.076445147,1
IU - 'My Sea' Lyrics Color Coded (Han_Rom_Eng),IU,South Korea,Korean,140.0614922,43806024,43111328,34580836,E,337.0144444,0.023314122,-5.619101524,104.9129639,135.9991776,0.089071013,2
Idina Menzel - Let It Go (from Frozen) (Official Video),Idina Menzel,United States,English,147.1969055,3490219.75,2668409.75,1765163.625,G#,225.187125,0.044941811,-11.2130909,99.37316895,137.195122,0.041345399,0
Idina Menzel - Let It Go (from Frozen) (Official Video),Idina Menzel,United States,English,279.2178654,949499.5625,909785.625,729056.375,G#,225.1871429,0.155714091,-39.32984543,131.3577728,147.65625,0.023437738,1
Idina Menzel - Let It Go (from Frozen) (Official Video),Idina Menzel,United States,English,94.9019095,2776932.25,2598194.25,1610560.25,F,225.1871429,0.037508141,-12.98512363,110.9733429,135.9991776,0.028273387,2
"Idina Menzel, AURORA - Into the Unknown (From _Frozen 2_)",Idina Menzel; AURORA,United States,English,221.9538724,11070979,9255823,8604319,D#,209.25825,0.043963681,-10.29297352,93.26851654,108.1730769,0.081474349,0
"Idina Menzel, AURORA - Into the Unknown (From _Frozen 2_)",Idina Menzel; AURORA,United States,English,314.5847631,6647434.5,6195716,5931858.5,D#,209.258254,0.10611515,-34.93460464,112.6124115,107.6660156,0.055927858,1
"Idina Menzel, AURORA - Into the Unknown (From _Frozen 2_)",Idina Menzel; AURORA,United States,English,208.3341585,5535907.5,5061028.5,3782027,D#,209.258254,0.043305116,-11.97203636,104.1481552,107.6660156,0.04624692,2
Jack Johnson - banana pancakes,Jack Johnson,United States,English,88.49651588,88152120,77625864,70997984,G,280.4622292,0.017354504,-8.80111599,101.2107697,114.7959184,0.135368407,0
Jack Johnson - banana pancakes,Jack Johnson,United States,English,327.5869586,10359422,6449734,6391619,A,280.4622449,0.123294957,-28.87807274,123.0614243,117.4538352,0.042639967,1
Jack Johnson - banana pancakes,Jack Johnson,United States,English,106.8326277,44513556,35490680,34405528,G,280.4622449,0.021403729,-12.50901604,118.0823975,114.84375,0.08513017,2
James Arthur - Say You Won't Let Go,James Arthur,United Kingdom,English,105.7533394,30011492,27973224,24643422,A#,210.7211042,0.040570917,1.134295344,74.51076508,130.8139535,0.17509529,0
James Arthur - Say You Won't Let Go,James Arthur,United Kingdom,English,265.211967,17497434,13558306,12892727,D,210.7211111,0.116118532,-20.64772034,86.03993988,129.1992188,0.114690877,1
James Arthur - Say You Won't Let Go,James Arthur,United Kingdom,English,105.0506641,21374158,20080942,17066902,A#,210.7211111,0.025789944,-2.517820358,101.540062,129.1992188,0.094519109,2
周杰倫 Jay Chou【七里香 Orange Jasmine】-Official Music Video,周杰倫,China,Chinese,126.6526933,19083808,12444529,11940549,A#,303.8215,0.053235324,-2.50689292,81.31132507,144.2307692,0.078440621,0
周杰倫 Jay Chou【七里香 Orange Jasmine】-Official Music Video,周杰倫,China,Chinese,326.0868133,4637464.5,3238983.75,2901498.75,D#,303.8215193,0.188484156,-27.58435059,119.7628021,143.5546875,0.037127398,1
周杰倫 Jay Chou【七里香 Orange Jasmine】-Official Music Video,周杰倫,China,Chinese,113.7553052,17277174,11326373,8346616,A#,303.8215193,0.047716721,-4.042243004,88.82212067,143.5546875,0.06104381,2
周杰倫 Jay Chou【青花瓷 Blue and White Porcelain】-Official Music Video,周杰倫,China,Chinese,112.6000367,17205246,12059725,10687795,D,243.0548958,0.033310522,-2.551878691,92.31352234,108.1730769,0.072890669,0
周杰倫 Jay Chou【青花瓷 Blue and White Porcelain】-Official Music Video,周杰倫,China,Chinese,411.3856933,5134747,4536236,4088142.25,A,243.054898,0.200140341,-29.73228073,127.4244919,107.6660156,0.033401899,1
周杰倫 Jay Chou【青花瓷 Blue and White Porcelain】-Official Music Video,周杰倫,China,Chinese,101.6481566,14723998,11391946,8756467,D,243.054898,0.033590093,-4.485309124,102.4271927,107.6660156,0.057301037,2
【周杰倫地表最強演唱會LIVE-稻香】 Jay Chou's The Invincible Concert LIVE (Rice Field),周杰倫,China,Chinese,102.4303571,33335926,21861464,15764966,G,205.1483125,0.043072865,-1.541472554,75.42848206,165.4411765,0.099607855,0
【周杰倫地表最強演唱會LIVE-稻香】 Jay Chou's The Invincible Concert LIVE (Rice Field),周杰倫,China,Chinese,374.2451584,1828707.75,1756391,1381360.625,G,205.1482993,0.232659591,-27.84935379,115.8637314,166.7086694,0.035494681,1
【周杰倫地表最強演唱會LIVE-稻香】 Jay Chou's The Invincible Concert LIVE (Rice Field),周杰倫,China,Chinese,98.16931139,30644484,17372696,14105449,G,205.1482993,0.036384345,-3.447311163,85.54657745,82.03125,0.083116457,2
【周杰倫地表最強演唱會LIVE-告白汽球】 Jay Chou's The Invincible Concert LIVE (Love Confession),周杰倫,China,Chinese,113.6130152,123256760,78762840,72153880,B,263.2678542,0.044306548,4.792677402,63.93460083,90.72580645,0.153343305,0
【周杰倫地表最強演唱會LIVE-告白汽球】 Jay Chou's The Invincible Concert LIVE (Love Confession),周杰倫,China,Chinese,305.911978,4204880.5,2820696.75,2619591,A#,263.2678685,0.154840192,-25.01809883,99.57871246,92.28515625,0.046189986,1
【周杰倫地表最強演唱會LIVE-告白汽球】 Jay Chou's The Invincible Concert LIVE (Love Confession),周杰倫,China,Chinese,91.07633961,109667360,75685696,50676636,B,263.2678685,0.037979268,3.586634636,70.64554596,90.66611842,0.133722708,2
周杰倫 Jay Chou【紅塵客棧 Hong-Chen Inn】Official MV,周杰倫,China,Chinese,122.6941669,76607056,57110356,30862092,G,275.3654583,0.029807645,-0.117401212,85.73944092,181.4516129,0.130918384,0
周杰倫 Jay Chou【紅塵客棧 Hong-Chen Inn】Official MV,周杰倫,China,Chinese,399.7929496,7066336,5963161.5,5727388,D,275.3654649,0.211420202,-28.48073387,119.4177246,178.205819,0.050717346,1
周杰倫 Jay Chou【紅塵客棧 Hong-Chen Inn】Official MV,周杰倫,China,Chinese,144.276788,61512660,57205880,30898024,G,275.3654649,0.029140935,-1.960517049,95.6053772,178.205819,0.110067308,2
Jay Chou - Cowboy Is Very Busy,Jay Chou,China,Chinese,144.739928,25946014,17715928,14871363,C,169.447625,0.051644272,-0.140992999,76.56599426,125,0.116258517,0
Jay Chou - Cowboy Is Very Busy,Jay Chou,China,Chinese,301.6585001,5658659,4995719,4709113.5,C,169.4476417,0.227408027,-25.43887329,113.4223175,123.046875,0.050610103,1
Jay Chou - Cowboy Is Very Busy,Jay Chou,China,Chinese,75.16638855,21797460,18022744,12102507,G,169.4476417,0.058154678,-2.006837845,84.67636871,123.046875,0.093390822,2
"John Denver - Take Me Home, Country Roads (Official Audio)",John Denver,United States,English,107.0662561,15115740,12235183,10198453,A,195.5004167,0.051785118,-3.9443748,79.75286102,82.72058824,0.125317171,0
"John Denver - Take Me Home, Country Roads (Official Audio)",John Denver,United States,English,191.7886117,6568672.5,5938891.5,5262846,A,195.5004308,0.099042661,-21.07704926,92.36485291,156.6051136,0.091110498,1
"John Denver - Take Me Home, Country Roads (Official Audio)",John Denver,United States,English,113.4207321,6298727,5844386,5724121.5,E,195.5004308,0.047242313,-6.521932602,91.9728241,82.03125,0.06418626,2
John Legend - All of Me (Official Video),John Legend,United States,English,121.754279,35996748,33838104,30874604,G#,307.1883958,0.036305124,-11.42913437,84.06584167,119.6808511,0.157051221,0
John Legend - All of Me (Official Video),John Legend,United States,English,212.9907504,24996328,23519430,23066476,C,307.1884127,0.103949247,-23.74025536,91.19458771,120.1853198,0.123600267,1
John Legend - All of Me (Official Video),John Legend,United States,English,135.6013149,15864555,15548544,14593141,D#,307.1884127,0.026434635,-16.17693138,110.5239182,84.72079918,0.068910353,2
"IMAGINE. (Ultimate Mix, 2020) - John Lennon & The Plastic Ono Band (with the Flux Fiddlers) HD",John Lennon,United Kingdom,English,152.6865209,25253154,22673598,19238558,C,233.8946042,0.03089706,-6.435963631,102.6127548,76.01351351,0.098110951,0
"IMAGINE. (Ultimate Mix, 2020) - John Lennon & The Plastic Ono Band (with the Flux Fiddlers) HD",John Lennon,United Kingdom,English,676.5588887,1868688.75,1795684.75,1610292.375,C,233.8946259,0.302346358,-34.53404999,133.0244751,123.046875,0.022485305,1
"IMAGINE. (Ultimate Mix, 2020) - John Lennon & The Plastic Ono Band (with the Flux Fiddlers) HD",John Lennon,United Kingdom,English,154.6529899,21778612,20175726,15919732,C,233.8946259,0.030986192,-7.521394253,107.8275528,75.99954044,0.088619106,2
Joji -  Glimpse of Us,Joji,Japan,English,107.6578496,51392068,28612088,26699386,D#,233.4766458,0.030195117,-1.584379315,87.89041901,160.7142857,0.148932606,0
Joji -  Glimpse of Us,Joji,Japan,English,327.7265872,13597037,12103806,12034521,A#,233.4766667,0.152929755,-19.17969322,95.68029785,161.4990234,0.078774735,1
Joji -  Glimpse of Us,Joji,Japan,English,120.2713638,35710548,20986610,12101669,D#,233.4766667,0.018884036,-6.511019707,119.9360809,56.79086538,0.090794817,2
Joji - SLOW DANCING IN THE DARK,Joji,Japan,English,125.3068541,343859712,238822768,183951504,D#,217.2226875,0.032490592,0.528588891,73.316185,89.28571429,0.25701046,0
Joji - SLOW DANCING IN THE DARK,Joji,Japan,English,371.0247437,10460774,8659819,8347666,F,217.2226984,0.174467476,-26.63146591,105.0229492,89.10290948,0.075354829,1
Joji - SLOW DANCING IN THE DARK,Joji,Japan,English,156.8150705,221190464,202896768,97180032,D#,217.2226984,0.04073953,-2.21101737,83.9989624,178.205819,0.191368669,2
Kelly Clarkson - Because Of You (Official HD Video),Kelly Clarkson,United States,English,128.0067867,46403196,45615580,23154156,D#,223.3179167,0.058725773,-0.753532827,72.23413086,140.625,0.139767021,0
Kelly Clarkson - Because Of You (Official HD Video),Kelly Clarkson,United States,English,241.7199912,11355300,7420097,6134631.5,G#,223.3179365,0.135706955,-28.47983932,91.51757813,139.6748311,0.080843307,1
Kelly Clarkson - Because Of You (Official HD Video),Kelly Clarkson,United States,English,82.16520621,40823976,25878642,20216596,D#,223.3179365,0.039970552,-3.448604345,87.32185364,69.83741554,0.092263669,2
"For The First Time In Forever (from _Frozen_) - Kristen Bell, Idina Menzel",Idina Menzel; Kristen Bell,United States,English,159.5347366,5901166.5,5114573.5,4728710.5,C,232.338875,0.051308581,-6.429463387,90.01825714,133.9285714,0.084369704,0
"For The First Time In Forever (from _Frozen_) - Kristen Bell, Idina Menzel",Idina Menzel; Kristen Bell,United States,English,289.3567963,2837438,2526197,2302895.75,G,232.3388889,0.134054247,-35.56595993,108.4329224,191.40625,0.055813521,1
"For The First Time In Forever (from _Frozen_) - Kristen Bell, Idina Menzel",Idina Menzel; Kristen Bell,United States,English,120.8426358,3355562.5,2644903.25,2267744.5,F,232.3388889,0.037264914,-8.202415466,108.2016602,101.3327206,0.049772367,2
Labrinth - Jealous (Official Video),Labrinth,United Kingdom,English,121.7368798,41608064,27303884,26361482,C#,286.1627211,0.030818849,-2.706052303,92.8727951,151.9990809,0.137669325,0
Labrinth - Jealous (Official Video),Labrinth,United Kingdom,English,475.3809165,16330215,14529983,12996286,C#,286.1627211,0.230074801,-27.54188538,106.8380356,156.6051136,0.083439291,1
Labrinth - Jealous (Official Video),Labrinth,United Kingdom,English,101.0543356,41277304,27028322,21656384,C#,286.1627211,0.017706787,-5.324784756,114.9175568,86.1328125,0.084895782,2
Lady Gaga - Always Remember Us This Way ( Lyrics Video ),Lady Gaga,United States,English,120.0601962,61720244,58109400,54847020,C,188.09325,0.032141804,3.362935305,78.65557861,130.8139535,0.17243652,0
Lady Gaga - Always Remember Us This Way ( Lyrics Video ),Lady Gaga,United States,English,218.4849184,10144363,7768342.5,6741974.5,C,188.0932653,0.100609987,-27.22132111,98.59525299,129.1992188,0.085471265,1
Lady Gaga - Always Remember Us This Way ( Lyrics Video ),Lady Gaga,United States,English,82.98321126,54867652,49464000,40818580,G,188.0932653,0.024976632,1.403404593,95.02603149,65.41732595,0.131077304,2
"Lady Gaga, Bradley Cooper - Shallow (from A Star Is Born) (Official Music Video)",Lady Gaga; Bradley Cooper,United States,English,168.5297309,54887848,47156604,28292780,G,216.192,0.049587106,0.145823643,73.32415771,95.33898305,0.128022656,0
"Lady Gaga, Bradley Cooper - Shallow (from A Star Is Born) (Official Music Video)",Lady Gaga; Bradley Cooper,United States,English,248.410326,3665293.5,2382251.25,2346126.5,G,216.1920181,0.13909998,-28.13941574,100.258522,161.4990234,0.059477519,1
"Lady Gaga, Bradley Cooper - Shallow (from A Star Is Born) (Official Music Video)",Lady Gaga; Bradley Cooper,United States,English,102.4225444,49010732,34597260,34177068,G,216.1920181,0.02954154,-1.961687922,90.66240692,95.703125,0.101180337,2
Lee Hi (이하이) - 'ONLY' Lyrics (Colour Coded Han_Rom_Eng),Lee Hi (이하이),South Korea,Korean,122.3850371,63916008,56342812,46234380,A,241.0579792,0.032314064,-0.383586884,81.50684357,125,0.20027028,0
Lee Hi (이하이) - 'ONLY' Lyrics (Colour Coded Han_Rom_Eng),Lee Hi (이하이),South Korea,Korean,295.2661429,65181804,26598448,15901717,A,241.0579819,0.120193049,-25.02396965,89.2516861,126.0480183,0.119901933,1
Lee Hi (이하이) - 'ONLY' Lyrics (Colour Coded Han_Rom_Eng),Lee Hi (이하이),South Korea,Korean,109.3919049,24874560,22084144,21132948,C,241.0579819,0.023557501,-4.317942619,106.6345673,123.046875,0.117854923,2
LEE HI - '한숨 (BREATHE)' M_V,LEE HI,South Korea,Korean,144.3117678,35806916,32522614,27622498,G#,294.4290417,0.043913719,-9.636405945,89.21979523,125,0.116013348,0
LEE HI - '한숨 (BREATHE)' M_V,LEE HI,South Korea,Korean,419.4286113,31004788,29705268,19535590,C,294.4290476,0.205947331,-30.22616196,102.6080856,224.6942935,0.083065949,1
LEE HI - '한숨 (BREATHE)' M_V,LEE HI,South Korea,Korean,114.0863284,10412714,9651104,8445545,G#,294.4290476,0.03238648,-12.1715517,108.3857574,62.26468373,0.059839968,2
"[MV] Lee Hong Gi(이홍기), Yoo Hwe Seung(유회승) _ Still love you(사랑했었다)",Lee Hong Gi(이홍기); Yoo Hwe Seung(유회승) _ Still love you(사랑했었다),South Korea,Korean,149.4896105,62586980,58172088,56047808,G#,259.968,0.053328374,1.363043666,71.36117554,133.9285714,0.199990407,0
"[MV] Lee Hong Gi(이홍기), Yoo Hwe Seung(유회승) _ Still love you(사랑했었다)",Lee Hong Gi(이홍기); Yoo Hwe Seung(유회승) _ Still love you(사랑했었다),South Korea,Korean,487.9209809,64009216,36964696,36156564,G#,259.9680045,0.255159226,-26.71481895,92.63909149,135.9991776,0.123544283,1
"[MV] Lee Hong Gi(이홍기), Yoo Hwe Seung(유회승) _ Still love you(사랑했었다)",Lee Hong Gi(이홍기); Yoo Hwe Seung(유회승) _ Still love you(사랑했었다),South Korea,Korean,128.4659967,29346886,24051612,19961004,G#,259.9680045,0.041787908,-3.229047298,91.91249847,67.11647727,0.09428978,2
Lewis Capaldi - Someone You Loved (Lyrics),Lewis Capaldi,United Kingdom,English,114.0513969,49211504,41943668,31191326,C#,182.2418333,0.0443338,1.175387025,77.97826385,110.2941176,0.216987059,0
Lewis Capaldi - Someone You Loved (Lyrics),Lewis Capaldi,United Kingdom,English,342.8116557,30115644,27683702,25126340,F,182.2418367,0.163818888,-20.52134323,82.95610809,109.9567819,0.157480061,1
Lewis Capaldi - Someone You Loved (Lyrics),Lewis Capaldi,United Kingdom,English,101.8104215,20803000,17874076,16994474,C#,182.2418367,0.017259426,-3.630270481,116.0300369,109.9567819,0.11257115,2
2013 央视春节联欢晚会 歌曲《风吹麦浪》李健 孙俪_ CCTV春晚,李健 孙俪,China,Chinese,123.0388441,13118084,9699332,9519348,E,200.07475,0.042752514,-1.665875673,81.58369446,137.195122,0.096103452,0
2013 央视春节联欢晚会 歌曲《风吹麦浪》李健 孙俪_ CCTV春晚,李健 孙俪,China,Chinese,159.9389699,9320474,7633856.5,5815458.5,F#,200.0747619,0.059412387,-22.28207207,101.1655579,139.6748311,0.07080806,1
2013 央视春节联欢晚会 歌曲《风吹麦浪》李健 孙俪_ CCTV春晚,李健 孙俪,China,Chinese,87.8790202,4261986.5,3899789,2577387.75,E,200.0747619,0.041546943,-4.018033028,98.0975647,139.6748311,0.047557861,2
Mandy Moore & Zachary Levi (Ost.Tangled_Rapunzel) - I See The Light,Mandy Moore; Zachary Levi (Ost.Tangled_Rapunzel),United States,English,119.2162561,14787845,14754048,14333609,G,224.2351042,0.039811308,-3.182460308,84.7989502,98.68421053,0.109608293,0
Mandy Moore & Zachary Levi (Ost.Tangled_Rapunzel) - I See The Light,Mandy Moore; Zachary Levi (Ost.Tangled_Rapunzel),United States,English,476.1353219,4079285.25,3792890.5,3773541.5,G,224.2351247,0.248779411,-30.3762989,116.1544037,172.265625,0.051009364,1
Mandy Moore & Zachary Levi (Ost.Tangled_Rapunzel) - I See The Light,Mandy Moore; Zachary Levi (Ost.Tangled_Rapunzel),United States,English,91.88910277,8966853,8754996,7170557,G,224.2351247,0.028538301,-5.807240963,99.31882477,99.38401442,0.075579606,2
"[MV] MeloMance(멜로망스) _ Love, Maybe(사랑인가 봐) (사내맞선 OST 스페셜 트랙) (Live Clip Ver.)",MeloMance(멜로망스) _ Love; Maybe(사랑인가 봐) (사내맞선 OST 스페셜 트랙) (Live Clip Ver.),South Korea,Korean,112.4126681,68538328,63501632,51411288,G#,200.2024583,0.039081517,4.179818153,74.39941406,86.53846154,0.24268645,0
"[MV] MeloMance(멜로망스) _ Love, Maybe(사랑인가 봐) (사내맞선 OST 스페셜 트랙) (Live Clip Ver.)",MeloMance(멜로망스) _ Love; Maybe(사랑인가 봐) (사내맞선 OST 스페셜 트랙) (Live Clip Ver.),South Korea,Korean,370.8560728,29105138,25679616,25075254,G#,200.2024717,0.201306425,-23.50406075,99.75537109,166.7086694,0.120301843,1
"[MV] MeloMance(멜로망스) _ Love, Maybe(사랑인가 봐) (사내맞선 OST 스페셜 트랙) (Live Clip Ver.)",MeloMance(멜로망스) _ Love; Maybe(사랑인가 봐) (사내맞선 OST 스페셜 트랙) (Live Clip Ver.),South Korea,Korean,148.1509047,40316704,28757312,24984076,G#,200.2024717,0.034022514,0.432912558,88.1954422,86.1328125,0.134939492,2
Michael Bublé - Home [Official Music Video],Michael Bublé,Canada,English,104.7958909,41008856,37723544,34601152,G,225.9766042,0.029600224,1.926464915,76.12193298,63.92045455,0.175109774,0
Michael Bublé - Home [Official Music Video],Michael Bublé,Canada,English,389.9866648,19967332,18569234,12750746,G,225.9766213,0.202088008,-23.6808033,105.9968185,129.1992188,0.093180373,1
Michael Bublé - Home [Official Music Video],Michael Bublé,Canada,English,119.5134984,29720540,27009266,24938128,G,225.9766213,0.028113837,-0.095222645,87.69380951,63.80208333,0.119445637,2
Modern Talking - Cheri Cheri Lady (Official Video),Modern Talking,Germany,English,86.62828552,67823560,40957616,23692970,D,197.0445417,0.029757799,1.492002487,75.02787781,114.7959184,0.148014113,0
Modern Talking - Cheri Cheri Lady (Official Video),Modern Talking,Germany,English,269.8544918,3359118,3212124.25,3193887.25,A,197.0445578,0.115124797,-26.89966202,113.7700043,114.84375,0.049608789,1
Modern Talking - Cheri Cheri Lady (Official Video),Modern Talking,Germany,English,73.80002942,51530572,47932460,17919326,D,197.0445578,0.02820524,-0.163366809,79.55080414,114.84375,0.12208347,2
Natalie Imbruglia - Torn (Official Video),Natalie Imbruglia,Australia,English,89.72055955,90877552,64581884,54656388,F,243.2058125,0.079005388,6.657330513,53.8595314,96.98275862,0.20864825,0
Natalie Imbruglia - Torn (Official Video),Natalie Imbruglia,Australia,English,222.7656651,11673784,10587222,9699166,F,243.2058277,0.178786083,-25.77038574,88.80960083,191.40625,0.091677211,1
Natalie Imbruglia - Torn (Official Video),Natalie Imbruglia,Australia,English,86.47577123,57390404,38611764,32239366,F,243.2058277,0.058711223,4.317202568,63.25772858,95.703125,0.14023377,2
Olivia Rodrigo – drivers license (Lyrics),Olivia Rodrigo,United States,English,146.9942642,186223280,100163696,50579104,A#,247.0138958,0.035446313,-1.664962888,80.07810211,144.2307692,0.170851305,0
Olivia Rodrigo – drivers license (Lyrics),Olivia Rodrigo,United States,English,387.2091961,14604304,11013454,9196650,D,247.0139002,0.156961206,-28.57779884,93.6791153,143.5546875,0.086340524,1
Olivia Rodrigo – drivers license (Lyrics),Olivia Rodrigo,United States,English,121.9087788,117079784,82166808,24146122,A#,247.0139002,0.018404878,-4.633475304,100.3879242,71.77734375,0.108307548,2
One Direction - Story of My Life,One Direction,United Kingdom,English,100.5808955,76135376,53491388,39591272,D#,247.6408163,0.051383023,2.099633455,70.97587585,120.1853198,0.190339625,0
One Direction - Story of My Life,One Direction,United Kingdom,English,338.7026973,11732275,9355080,9048511,D#,247.6408163,0.162729186,-23.65316582,99.73295593,215.3320313,0.080521747,1
One Direction - Story of My Life,One Direction,United Kingdom,English,95.7384268,52848548,37165236,27342432,D#,247.6408163,0.028504605,-1.534898996,88.73982239,120.1853198,0.108584002,2
One Direction - Half a Heart (Audio),One Direction,United Kingdom,English,94.43345426,60063448,58628272,58411008,C,190.1017687,0.05701318,3.550439119,62.14651489,156.6051136,0.249657691,0
One Direction - Half a Heart (Audio),One Direction,United Kingdom,English,186.0338755,13081959,12818685,10728564,C,190.1017687,0.080191555,-21.78817368,90.15174103,156.6051136,0.130920529,1
One Direction - Half a Heart (Audio),One Direction,United Kingdom,English,103.8894181,38131860,37051964,34670524,C,190.1017687,0.043444239,0.136599049,78.59220886,156.6051136,0.132609561,2
One Direction - What Makes You Beautiful (Official Video),One Direction,United Kingdom,English,108.0023859,137746864,89948824,83247568,E,206.4254167,0.083285144,5.969922066,56.41679382,125,0.245954499,0
One Direction - What Makes You Beautiful (Official Video),One Direction,United Kingdom,English,277.9728902,28166736,21109662,10316580,E,206.4254195,0.156556188,-18.53007698,77.4954071,83.35433468,0.114050776,1
One Direction - What Makes You Beautiful (Official Video),One Direction,United Kingdom,English,72.74831778,62285884,47488692,28486956,B,206.4254195,0.078076312,1.64767313,70.02091217,126.0480183,0.12613748,2
190713_박효신(Park Hyo Shin)_Goodbye(굿바이)_LIVE 2019 LOVERS_막콘,Park Hyo Shin,South Korea,Korean,140.7389243,91511440,87238000,84439304,A,276.0736667,0.025712209,0.873146176,75.67204285,127.8409091,0.218742996,0
190713_박효신(Park Hyo Shin)_Goodbye(굿바이)_LIVE 2019 LOVERS_막콘,Park Hyo Shin,South Korea,Korean,227.7494219,38813328,38407676,36853220,A,276.0736735,0.083307701,-18.44470596,86.68184662,139.6748311,0.133125752,1
190713_박효신(Park Hyo Shin)_Goodbye(굿바이)_LIVE 2019 LOVERS_막콘,Park Hyo Shin,South Korea,Korean,109.8291281,40945596,35218548,21919352,A,276.0736735,0.019784158,-3.05348897,98.37223816,64.59960938,0.110420287,2
PU SHU The Ordinary Road 朴树 平凡之路 Pinyin English,朴树,China,Chinese,90.27557929,110538232,78672304,46079952,E,302.765,0.042003214,2.537452459,73.30522156,83.95522388,0.167406008,0
PU SHU The Ordinary Road 朴树 平凡之路 Pinyin English,Park Hyo Shin,China,Chinese,206.2062577,14491797,9903724,9883807,A,302.7650113,0.17722664,-20.21434593,101.0054169,166.7086694,0.076649241,1
PU SHU The Ordinary Road 朴树 平凡之路 Pinyin English,Park Hyo Shin,China,Chinese,96.95482438,91502936,73459128,43072404,E,302.7650113,0.036603569,-0.162921235,85.68162537,166.7086694,0.127861559,2
Queen – Bohemian Rhapsody (Official Video Remastered),Queen,United Kingdom,English,112.1567332,44579804,38947796,30568708,A#,359.4453333,0.054012913,-4.21379137,81.26482391,144.2307692,0.115742244,0
Queen – Bohemian Rhapsody (Official Video Remastered),Queen,United Kingdom,English,396.0137983,3516655.5,3106752.5,2878795.5,A#,359.4453515,0.19298007,-30.86916351,114.035965,147.65625,0.044528645,1
Queen – Bohemian Rhapsody (Official Video Remastered),Queen,United Kingdom,English,131.4684952,32494464,30557276,28049824,D#,359.4453515,0.051660301,-7.15081501,96.8285141,143.5546875,0.083139509,2
Radiohead - Creep,Radiohead,United Kingdom,English,165.2359971,35079576,31848134,23547324,G,236.5300833,0.060333396,2.284622669,75.93397522,187.5,0.12895906,0
Radiohead - Creep,Radiohead,United Kingdom,English,456.6470631,5217933,4842952.5,3210981,G,236.5300907,0.255416269,-29.93546677,127.467186,132.5120192,0.041057196,1
Radiohead - Creep,Radiohead,United Kingdom,English,356.1366847,24202324,21077612,19774614,G,236.5300907,0.063679674,0.945514679,81.48201752,184.5703125,0.10117466,2
空空如也,任然,China,Chinese,117.9580328,252640272,156286512,153852400,F#,213.8461875,0.051029324,5.224068642,63.67921066,156.25,0.251983553,0
